FID,PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate
4767,0034XX 21 AV S,3751209,MP 2018 106049,3,2018/04/04 11:10:00,2018/04/03 21:59:59,22:00:00,BURGD,Burglary Of Dwelling,6,2018/04/04 11:18:06,19589,44.94043327,-93.24228975,"-10,379,684.2158","5,612,148.7939",CORCORAN,2018/04/04 13:42:26,2018/04/04 20:00:34
4768,CHICAGO AV  / 8 ST S,3751211,MP 2018 998327,1,2018/04/04 11:28:27,2018/03/28 12:59:59,13:00:00,THEFT,Other Theft,7,2018/04/04 11:28:27,,44.97131,-93.26217,"-10,381,896.97","5,617,005.631",ELLIOT PARK,2018/04/04 11:28:30,2018/04/04 20:00:34
4769,0008XX 26 AV NE,3751213,MP 2018 106081,2,2018/04/04 11:35:00,2018/04/04 09:30:00,09:30:00,ROBPER,Robbery Of Person,4,2018/04/04 11:34:49,11151,45.01496867,-93.25000996,"-10,380,543.6253","5,623,878.3046",HOLLAND,2018/04/04 13:11:11,2018/04/04 20:00:34
4770,0035XX Vincent AV N,3751223,MP 2018 105996,4,2018/04/04 09:14:59,2018/04/03 20:00:00,20:00:00,MVTHFT,Other Vehicle Theft,8,2018/04/04 12:07:14,10158,45.01956862,-93.31588902,"-10,387,877.2482","5,624,602.6914",CLEVELAND,2018/04/04 12:38:14,2018/04/04 20:00:34
4771,0038XX Chowen AV S,3751226,MP 2018 998326,5,2018/04/04 12:23:11,2018/02/08 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/04 12:23:11,22226,44.93319032,-93.32520191,"-10,388,913.9545","5,611,009.7942",LINDEN HILLS,2018/04/04 12:23:17,2018/04/04 20:00:34
4772,0015XX 44 AV N,3751229,MP 2018 106179,4,2018/04/04 12:59:59,2018/04/04 12:06:00,12:06:00,THEFT,Other Theft,7,2018/04/04 12:32:05,19631,45.03544687,-93.29868572,"-10,385,962.1865","5,627,103.5981",WEBBER - CAMDEN,2018/04/04 13:14:09,2018/04/04 20:00:34
4773,0010XX 2 AV S,3751231,MP 2018 998325,1,2018/04/04 12:37:48,2018/04/04 10:15:00,10:15:00,TFMV,Theft From Motr Vehc,7,2018/04/04 12:37:48,20056,44.97231758,-93.27233484,"-10,383,028.8198","5,617,164.5085",DOWNTOWN WEST,2018/04/04 12:37:53,2018/04/04 20:00:34
4774,0036XX 42 ST E,3751233,MP 2018 998324,3,2018/04/04 12:42:19,2018/03/29 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/04 12:42:19,12128,44.92694745,-93.21954218,"-10,377,151.968","5,610,028.1792",HIAWATHA,2018/04/04 12:42:22,2018/04/04 20:00:34
4775,0008XX 6 ST SE,3751256,MP 2018 998323,2,2018/04/04 13:06:45,2018/03/08 00:00:00,00:00:00,TFMV,Theft From Motr Vehc,7,2018/04/04 13:06:45,17726,44.9855976,-93.24210129,"-10,379,663.2364","5,619,254.4082",MARCY HOLMES,2018/04/04 13:06:47,2018/04/04 20:00:34
4776,0007XX University AV SE,3751269,MP 2018 998322,2,2018/04/04 13:23:17,2018/03/29 21:00:00,21:00:00,TFMV,Theft From Motr Vehc,7,2018/04/04 13:23:17,17978,44.98309944,-93.24557297,"-10,380,049.7015","5,618,861.2305",MARCY HOLMES,2018/04/04 13:23:22,2018/04/04 20:00:34
4777,0006XX Nicollet Mall  ,3751316,MP 2018 106206,1,2018/04/04 14:00:00,2018/04/04 12:33:59,12:34:00,SHOPLF,Shoplifting,7,2018/04/04 14:01:49,21933,44.97736687,-93.2717965,"-10,382,968.892","5,617,959.0665",DOWNTOWN WEST,2018/04/04 16:21:30,2018/04/04 20:00:34
4778,0030XX Hennepin AV S,3751319,MP 2018 106259,5,2018/04/04 14:10:00,2018/04/04 13:20:00,13:20:00,SHOPLF,Shoplifting,7,2018/04/04 14:11:25,11281,44.9474742,-93.29829195,"-10,385,918.3514","5,613,256.1615",ECCO,2018/04/04 14:47:38,2018/04/04 20:00:34
4779,0007XX Buchanan ST NE,3751325,MP 2018 106313,2,2018/04/04 14:29:59,2018/04/02 20:29:59,20:30:00,THEFT,Other Theft,7,2018/04/04 14:18:38,15975,44.99780594,-93.23971433,"-10,379,397.5204","5,621,176.0832",BELTRAMI,2018/04/04 15:16:22,2018/04/04 20:00:34
4780,0016XX Polk ST NE,3751338,MP 2018 998317,2,2018/04/04 14:34:23,2018/04/04 09:30:00,09:30:00,THFTSW,Theft By Swindle,7,2018/04/04 14:34:23,21621,45.00525791,-93.24482679,"-10,379,966.6373","5,622,349.2749",NORTHEAST PARK,2018/04/04 14:34:29,2018/04/04 20:00:34
4781,0025XX Central AV NE,3751362,MP 2018 998316,2,2018/04/04 14:54:51,2018/04/04 11:29:59,11:30:00,TBLDG,Theft From Building,7,2018/04/04 14:54:51,20470,45.01406587,-93.24733737,"-10,380,246.1143","5,623,736.1416",AUDUBON PARK,2018/04/04 14:54:57,2018/04/04 20:00:34
4782,0016XX 6 ST S,3751411,MP 2018 998315,1,2018/04/04 16:15:08,2018/04/04 14:00:00,14:00:00,THEFT,Other Theft,7,2018/04/04 16:15:08,20031,44.96811948,-93.2484969,"-10,380,375.1923","5,616,503.946",CEDAR RIVERSIDE,2018/04/04 16:15:15,2018/04/04 20:00:34
4783,0014XX 26 AV N,3751418,MP 2018 998314,4,2018/04/04 16:37:46,2018/02/17 23:00:00,23:00:00,THEFT,Other Theft,7,2018/04/04 16:37:46,14214,45.00597462,-93.29871676,"-10,385,965.6413","5,622,462.1171",JORDAN,2018/04/04 16:37:51,2018/04/04 20:00:34
4784,0003XX 26 AV N,3751420,MP 2018 106366,4,2018/04/04 17:00:00,2018/04/04 09:30:00,09:30:00,BURGD,Burglary Of Dwelling,6,2018/04/04 16:46:41,16307,45.00591118,-93.28415346,"-10,384,344.4621","5,622,452.1286",HAWTHORNE,2018/04/04 19:59:20,2018/04/04 20:00:34
4785,0027XX Chicago AV S,3752704,MP 2018 112717,3,2018/04/10 13:30:00,2018/04/10 13:11:00,13:11:00,BURGD,Burglary Of Dwelling,6,2018/04/10 14:02:09,16413,44.95284379,-93.26262893,"-10,381,948.362","5,614,100.7587",PHILLIPS WEST,2018/04/10 22:03:34,2018/04/11 20:00:35
4786,0021XX Stevens AV S,3752719,MP 2018 112762,5,2018/04/10 14:55:00,2018/04/09 17:00:00,17:00:00,BURGB,Burglary Of Business,6,2018/04/10 14:50:49,18323,44.96179829,-93.27528018,"-10,383,356.6928","5,615,509.4119",WHITTIER,2018/04/11 06:28:31,2018/04/11 20:00:35
4787,0007XX 31 ST W,3752724,MP 2018 112790,5,2018/04/10 15:29:00,2018/02/02 00:00:00,00:00:00,THFTSW,Theft By Swindle,7,2018/04/10 15:28:10,11404,44.9466075,-93.28875857,"-10,384,857.1007","5,613,119.8427",CARAG,2018/04/11 00:43:05,2018/04/11 20:00:35
4788,0016XX Russell AV N,3752727,MP 2018 112836,4,2018/04/10 16:30:00,2018/04/08 23:00:00,23:00:00,CSCR,Crim Sex Cond-rape,3,2018/04/10 16:35:02,20299,44.99605982,-93.31077125,"-10,387,307.541","5,620,901.207",WILLARD - HAY,2018/04/10 22:23:23,2018/04/11 20:00:35
4789,0009XX Lake ST E,3752731,MP 2018 112875,3,2018/04/10 16:25:00,2018/04/08 05:28:00,05:28:00,BURGB,Burglary Of Business,6,2018/04/10 16:54:23,19104,44.94836007,-93.26076768,"-10,381,741.1686","5,613,395.4966",POWDERHORN PARK,2018/04/10 22:10:39,2018/04/11 20:00:35
4790,0028XX Bryant AV S,3752738,MP 2018 112842,5,2018/04/10 17:29:59,2018/04/10 00:14:59,00:15:00,TFMV,Theft From Motr Vehc,7,2018/04/10 17:34:32,25735,44.9511821,-93.29062928,"-10,385,065.3474","5,613,839.3779",LOWRY HILL EAST,2018/04/11 06:29:30,2018/04/11 20:00:35
4791,0051XX Bryant AV N,3752741,MP 2018 112919,4,2018/04/10 18:00:00,2018/04/10 00:30:00,00:30:00,BURGD,Burglary Of Dwelling,6,2018/04/10 17:57:22,10100,45.04842556,-93.29150504,"-10,385,162.8359","5,629,148.3238",LIND - BOHANON,2018/04/11 06:11:59,2018/04/11 20:00:35
4792,0042XX 15 AV S,3752742,MP 2018 112928,3,2018/04/10 18:11:00,2018/04/10 17:10:00,17:10:00,BURGD,Burglary Of Dwelling,6,2018/04/10 18:10:36,12245,44.92603373,-93.25366084,"-10,380,950.0396","5,609,884.5166",NORTHROP,2018/04/11 17:19:00,2018/04/11 20:00:35
4793,0026XX Franklin AV E,3752745,MP 2018 112945,3,2018/04/10 18:45:00,2018/04/10 17:19:59,17:20:00,TFMV,Theft From Motr Vehc,7,2018/04/10 18:44:55,15161,44.96276256,-93.23378076,"-10,378,736.9991","5,615,661.1174",SEWARD,2018/04/10 21:01:42,2018/04/11 20:00:35
4794,0028XX Hennepin AV S,3752747,MP 2018 113013,5,2018/04/10 18:59:00,2018/04/10 15:08:59,15:09:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/10 18:58:30,20796,44.95095754,-93.29826148,"-10,385,914.9597","5,613,804.0564",WHITTIER,2018/04/11 05:46:13,2018/04/11 20:00:35
4795,0020XX 3 AV S,3752749,MP 2018 112991,5,2018/04/10 19:09:59,2018/04/10 17:47:00,17:47:00,ROBPAG,Robbery Per Agg,4,2018/04/10 19:07:52,16826,44.96179589,-93.27274189,"-10,383,074.1321","5,615,509.0347",WHITTIER,2018/04/11 00:42:17,2018/04/11 20:00:35
4796,0030XX 10 AV S,3752751,MP 2018 019735,3,2018/04/10 19:15:59,2018/01/19 14:00:00,14:00:00,THEFT,Other Theft,7,2018/04/10 19:15:42,11951,44.94745192,-93.26011892,"-10,381,668.9496","5,613,252.6568",POWDERHORN PARK,2018/04/10 21:13:02,2018/04/11 20:00:35
4797,0006XX 17 ST E,3752759,MP 2018 112859,1,2018/04/10 19:40:00,2018/04/10 13:20:00,13:20:00,THEFT,Other Theft,7,2018/04/10 19:36:17,17257,44.96626888,-93.26637932,"-10,382,365.8542","5,616,212.774",ELLIOT PARK,2018/04/10 23:27:25,2018/04/11 20:00:35
4798,32 AV S / Lake ST E,3752761,MP 2018 113064,3,2018/04/10 19:44:59,2018/04/10 18:53:59,18:54:00,TFMV,Theft From Motr Vehc,7,2018/04/10 19:37:41,,44.94837,-93.22569,"-10,377,836.8","5,613,397.263",LONGFELLOW,2018/04/10 22:05:40,2018/04/11 20:00:35
4799,0026XX Central AV NE,3752765,MP 2018 113101,2,2018/04/10 20:12:00,2018/04/10 19:28:00,19:28:00,THEFT,Other Theft,7,2018/04/10 20:11:15,21554,45.01586846,-93.24734023,"-10,380,246.4321","5,624,019.9959",AUDUBON PARK,2018/04/10 22:41:13,2018/04/11 20:00:35
4800,0019XX Hayes ST NE,3752776,MP 2018 113159,2,2018/04/10 21:17:00,2018/04/10 20:29:59,20:30:00,BURGD,Burglary Of Dwelling,6,2018/04/10 21:16:12,17221,45.00868495,-93.2346014,"-10,378,828.3521","5,622,888.8575",WINDOM PARK,2018/04/11 07:10:36,2018/04/11 20:00:35
4801,0044XX MINNEHAHA AV ,3752778,MP 2018 998211,3,2018/04/10 21:36:35,2018/04/08 19:30:00,19:30:00,TFMV,Theft From Motr Vehc,7,2018/04/10 21:36:35,12135,44.9224443,-93.21627292,"-10,376,788.0352","5,609,320.1813",HIAWATHA,2018/04/10 21:59:50,2018/04/11 20:00:35
4802,0033XX Aldrich AV S,3752779,MP 2018 998210,5,2018/04/10 21:39:06,2018/04/10 12:00:00,12:00:00,THEFT,Other Theft,7,2018/04/10 21:39:06,20662,44.94211018,-93.28944895,"-10,384,933.9533","5,612,412.518",CARAG,2018/04/11 06:34:53,2018/04/11 20:00:35
4803,00006X 12 ST S,3752780,MP 2018 113205,1,2018/04/10 21:45:00,2018/04/10 20:45:00,20:45:00,DASLT2,2nd Deg Domes Aslt,5,2018/04/10 21:44:15,16716,44.97234382,-93.2770982,"-10,383,559.0739","5,617,168.637",DOWNTOWN WEST,2018/04/11 12:19:32,2018/04/11 20:00:35
4804,0028XX 26 AV S,3752783,MP 2018 113161,3,2018/04/10 22:04:00,2018/04/10 19:20:00,19:20:00,THEFT,Other Theft,7,2018/04/10 22:02:53,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/04/11 05:42:40,2018/04/11 20:00:35
4805,0033XX Lake ST E,3752786,MP 2018 113123,3,2018/04/10 22:15:00,2018/04/10 18:59:59,19:00:00,TFMV,Theft From Motr Vehc,7,2018/04/10 22:16:12,14410,44.94836604,-93.22362686,"-10,377,606.6717","5,613,396.4353",LONGFELLOW,2018/04/11 05:41:56,2018/04/11 20:00:35
4806,0028XX 26 AV S,3752788,MP 2018 112873,3,2018/04/10 22:40:00,2018/04/10 16:15:00,16:15:00,SHOPLF,Shoplifting,7,2018/04/10 22:29:26,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/04/11 06:22:25,2018/04/11 20:00:35
4807,0036XX Penn AV N,3752794,MP 2018 113246,4,2018/04/10 23:03:59,2018/04/10 21:40:00,21:40:00,AUTOTH,Motor Vehicle Theft,8,2018/04/10 23:03:43,10352,45.02136805,-93.30828599,"-10,387,030.8837","5,624,886.0752",CLEVELAND,2018/04/11 18:41:31,2018/04/11 20:00:35
4808,0019XX Park AV S,3752796,MP 2018 113176,3,2018/04/10 23:06:00,2018/04/10 19:54:59,19:55:00,THEFT,Other Theft,7,2018/04/10 23:05:49,20569,44.96332371,-93.26510627,"-10,382,224.1385","5,615,749.4013",VENTURA VILLAGE,2018/04/11 05:43:26,2018/04/11 20:00:35
4809,14 AV N / Upton AV N,3752797,MP 2018 113324,4,2018/04/10 23:10:00,2018/04/10 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/10 23:10:43,,44.99335,-93.31462,"-10,387,736.47","5,620,475.256",WILLARD - HAY,2018/04/11 10:30:17,2018/04/11 20:00:35
4810,0049XX Camden AV N,3752806,MP 2018 112847,4,2018/04/11 00:10:00,2018/04/10 06:00:00,06:00:00,BURGD,Burglary Of Dwelling,6,2018/04/11 00:05:13,18053,45.0448159,-93.2888854,"-10,384,871.2191","5,628,579.5932",LIND - BOHANON,2018/04/11 18:41:14,2018/04/11 20:00:35
4811,0027XX Lake ST E,3752814,MP 2018 113490,3,2018/04/11 02:35:59,2018/04/11 01:59:00,01:59:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/11 02:35:53,19099,44.94837563,-93.23238466,"-10,378,581.5855","5,613,397.944",LONGFELLOW,2018/04/11 10:10:36,2018/04/11 20:00:35
4812,0013XX Dowling AV N,3752819,MP 2018 113503,4,2018/04/11 03:04:00,2018/04/11 02:12:00,02:12:00,ROBPAG,Robbery Per Agg,4,2018/04/11 03:04:08,10023,45.02399101,-93.29627,"-10,385,693.269","5,625,299.1705",FOLWELL,2018/04/11 06:25:50,2018/04/11 20:00:35
4813,0045XX Hiawatha AV ,3752823,MP 2018 113546,3,2018/04/11 03:59:59,2018/04/11 02:55:00,02:55:00,THEFT,Other Theft,7,2018/04/11 04:00:29,21628,44.92059183,-93.21921931,"-10,377,116.0256","5,609,028.9454",HIAWATHA,2018/04/11 06:29:03,2018/04/11 20:00:35
4814,46 ST E / Nicollet AV S,3752828,MP 2018 113580,5,2018/04/11 05:19:59,2018/04/11 04:51:59,04:52:00,ROBPAG,Robbery Per Agg,4,2018/04/11 05:18:35,,44.91963,-93.27795,"-10,383,653.85","5,608,878.512",TANGLETOWN,2018/04/11 06:40:42,2018/04/11 20:00:35
4815,0045XX Hiawatha AV ,3752829,MP 2018 113583,3,2018/04/11 06:20:59,2018/04/11 05:39:59,05:40:00,ROBBIZ,Robbery Of Business,4,2018/04/11 06:21:32,21628,44.92059183,-93.21921931,"-10,377,116.0256","5,609,028.9454",HIAWATHA,2018/04/11 08:34:23,2018/04/11 20:00:35
4816,0022XX Pillsbury AV S,3752849,MP 2018 113603,5,2018/04/11 07:31:59,2018/04/10 20:15:00,20:15:00,AUTOTH,Motor Vehicle Theft,8,2018/04/11 09:07:48,18390,44.96000811,-93.28126751,"-10,384,023.1993","5,615,227.7778",WHITTIER,2018/04/11 12:30:42,2018/04/11 20:00:35
4817,0003XX Queen AV N,3752850,MP 2018 998209,4,2018/04/11 09:10:30,2018/04/10 08:00:00,08:00:00,BIKETF,Bike Theft,7,2018/04/11 09:10:30,15735,44.98044691,-93.30959756,"-10,387,176.8869","5,618,443.7775",HARRISON,2018/04/11 09:10:36,2018/04/11 20:00:35
4818,0003XX Lake ST W,3752853,MP 2018 998208,5,2018/04/11 09:31:45,2018/03/28 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/11 09:31:45,19783,44.94835544,-93.28365334,"-10,384,288.7897","5,613,394.768",WHITTIER,2018/04/11 09:31:48,2018/04/11 20:00:35
4819,0033XX Grand AV S,3752854,MP 2018 113654,5,2018/04/11 09:32:00,2018/04/10 08:00:00,08:00:00,THFTSW,Theft By Swindle,7,2018/04/11 09:31:53,26052,44.94176561,-93.28431462,"-10,384,362.4030072","5,612,358.32815157",LYNDALE,2018/04/11 12:32:36,2018/04/11 20:00:35
4820,0004XX 1 AV N,3752869,MP 2018 998202,1,2018/04/11 11:20:14,2018/03/03 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/11 11:20:14,17121,44.98080828,-93.27314066,"-10,383,118.5232","5,618,500.6487",DOWNTOWN WEST,2018/04/11 11:21:07,2018/04/11 20:00:35
4821,0009XX 24 ST E,3752872,MP 2018 998201,3,2018/04/11 11:35:43,2018/04/10 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/11 11:35:43,16434,44.95912104,-93.26055709,"-10,381,717.7267","5,615,088.2245",VENTURA VILLAGE,2018/04/11 17:46:39,2018/04/11 20:00:35
4822,0026XX Thomas AV N,3752890,MP 2018 113796,4,2018/04/11 12:14:59,2018/03/16 03:59:59,04:00:00,CSCR,Crim Sex Cond-rape,3,2018/04/11 12:25:23,22055,45.00693055,-93.31331475,"-10,387,590.6826","5,622,612.6248",WILLARD - HAY,2018/04/11 18:51:43,2018/04/11 20:00:35
4823,0005XX 6 ST SE,3752896,MP 2018 113736,2,2018/04/11 12:30:00,2018/04/11 10:15:00,10:15:00,BURGD,Burglary Of Dwelling,6,2018/04/11 12:31:18,14833,44.98716084,-93.24602231,"-10,380,099.7226","5,619,500.4498",MARCY HOLMES,2018/04/11 14:49:18,2018/04/11 20:00:35
4824,0006XX Lake ST E,3752911,MP 2018 113835,3,2018/04/11 13:20:00,2018/04/11 10:30:00,10:30:00,THEFT,Other Theft,7,2018/04/11 13:30:14,21578,44.94835234,-93.26585648,"-10,382,307.6516","5,613,394.2807",CENTRAL,2018/04/11 17:51:30,2018/04/11 20:00:35
4825,0016XX Lake ST E,3752937,MP 2018 998199,3,2018/04/11 14:47:39,2018/04/10 15:00:00,15:00:00,THEFT,Other Theft,7,2018/04/11 14:47:39,21924,44.94836761,-93.25059333,"-10,380,608.5659","5,613,396.6825",POWDERHORN PARK,2018/04/11 17:46:23,2018/04/11 20:00:35
4826,46TH ST  / 1 AV S,3752938,MP 2018 998198,99,2018/04/11 14:52:50,2018/04/10 12:59:59,13:00:00,TFMV,Theft From Motr Vehc,7,2018/04/11 14:52:50,,44.91965,-93.27667,"-10,383,511.35","5,608,880.384",TANGLETOWN,2018/04/11 14:52:52,2018/04/11 20:00:35
4827,0048XX 53 ST E,3752942,MP 2018 998197,3,2018/04/11 15:31:39,2018/04/06 11:39:59,11:40:00,THEFT,Other Theft,7,2018/04/11 15:31:39,20836,44.90748467,-93.20430545,"-10,375,455.8223","5,606,968.5806",MINNEHAHA,2018/04/11 15:31:42,2018/04/11 20:00:35
4828,0008XX 13 AV SE,3752950,MP 2018 998196,2,2018/04/11 15:57:28,2018/04/10 21:59:59,22:00:00,TFMV,Theft From Motr Vehc,7,2018/04/11 15:57:28,16832,44.98531447,-93.23374831,"-10,378,733.3871","5,619,209.8457",MARCY HOLMES,2018/04/11 15:57:34,2018/04/11 20:00:35
4829,JAMES AV  / 31 ST W,3752959,MP 2018 998195,99,2018/04/11 16:38:07,2018/04/11 10:30:00,10:30:00,TFMV,Theft From Motr Vehc,7,2018/04/11 16:38:07,,44.9466,-93.30339,"-10,386,486.39","5,613,118.478",ECCO,2018/04/11 16:38:13,2018/04/11 20:00:35
4830,0030XX 13 AV S,3752977,MP 2018 998192,3,2018/04/11 18:09:41,2018/02/04 00:00:00,00:00:00,THEFT,Other Theft,7,2018/04/11 18:09:41,11962,44.9474575,-93.2563095,"-10,381,244.887","5,613,253.5346",POWDERHORN PARK,2018/04/11 18:09:46,2018/04/11 20:00:35
4831,0033XX 2 ST N,3753759,MP 2018 119078,4,2018/04/16 11:39:59,2018/02/08 11:18:00,11:18:00,THFTSW,Theft By Swindle,7,2018/04/16 11:37:36,11114,45.01579081,-93.28093769,"-10,383,986.484","5,624,007.7684",MCKINLEY,2018/04/18 04:12:05,2018/04/18 20:00:37
4832,Aldrich AV N / Dowling AV N,3753924,MP 2018 119706,4,2018/04/17 05:00:00,2018/04/16 21:59:59,22:00:00,THEFT,Other Theft,7,2018/04/17 05:09:00,,45.02394,-93.28932,"-10,384,919.85","5,625,290.955",WEBBER - CAMDEN,2018/04/18 06:01:35,2018/04/18 20:00:37
4833,0023XX 32 ST E,3753983,MP 2018 120103,3,2018/04/17 12:49:59,2018/04/17 10:57:59,10:58:00,DASTR,Domestic Assault/Strangulation,5,2018/04/17 12:44:53,17539,44.94475963,-93.23807829,"-10,379,215.3974","5,612,829.2085",CORCORAN,2018/04/18 10:32:49,2018/04/18 20:00:37
4834,0027XX Pillsbury AV S,3753987,MP 2018 120241,1,2018/04/17 13:18:00,2018/04/17 13:05:00,13:05:00,COMPUT,Theft By Computer,7,2018/04/17 13:18:14,14847,44.95284396,-93.28132162,"-10,384,029.2237","5,614,100.7849",WHITTIER,2018/04/18 12:47:38,2018/04/18 20:00:37
4835,0007XX Washington AV S,3753994,MP 2018 087269,1,2018/04/17 13:47:00,2018/03/01 12:43:59,12:44:00,BURGD,Burglary Of Dwelling,6,2018/04/17 13:47:15,21306,44.97750525,-93.25786209,"-10,381,417.7204","5,617,980.8435",DOWNTOWN EAST,2018/04/18 12:45:14,2018/04/18 20:00:37
4836,0003XX Cedar AV S,3753995,MP 2018 120152,4,2018/04/17 14:00:00,2018/04/16 11:47:00,11:47:00,CSCR,Crim Sex Cond-rape,3,2018/04/17 13:47:40,20344,44.97076328,-93.24725145,"-10,380,236.5498","5,616,919.9372",CEDAR RIVERSIDE,2018/04/18 12:43:26,2018/04/18 20:00:37
4837,0008XX Lake ST E,3754009,MP 2018 120377,3,2018/04/17 15:23:00,2018/04/17 14:58:00,14:58:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/17 15:22:42,19111,44.94835805,-93.26204108,"-10,381,882.9233","5,613,395.1786",POWDERHORN PARK,2018/04/18 05:38:45,2018/04/18 20:00:37
4838,0013XX Lowry AV N,3754022,MP 2018 120449,4,2018/04/17 16:44:59,2017/02/28 15:58:00,15:58:00,BURGD,Burglary Of Dwelling,6,2018/04/17 16:24:41,10383,45.01314688,-93.29621705,"-10,385,687.3755","5,623,591.4308",FOLWELL,2018/04/18 06:08:53,2018/04/18 20:00:37
4839,0012XX Humboldt AV N,3754023,MP 2018 120314,4,2018/04/17 16:28:00,2018/04/17 14:05:00,14:05:00,ASLT2,Asslt W/dngrs Weapon,5,2018/04/17 16:27:57,20302,44.99119224,-93.29819858,"-10,385,907.9573","5,620,134.9914",NEAR - NORTH,2018/04/18 04:22:23,2018/04/18 20:00:37
4840,0038XX 50 ST W,3754035,MP 2018 120401,5,2018/04/17 17:42:00,2018/04/17 12:55:00,12:55:00,TFMV,Theft From Motr Vehc,7,2018/04/17 17:41:56,21979,44.91252396,-93.32840887,"-10,389,270.9523","5,607,760.6709",FULTON,2018/04/18 06:46:34,2018/04/18 20:00:37
4841,0007XX 2 ST NE,3754037,MP 2018 120504,2,2018/04/17 18:00:00,2018/04/16 16:50:00,16:50:00,AUTOTH,Motor Vehicle Theft,8,2018/04/17 17:55:20,21998,44.99567702,-93.26342871,"-10,382,037.394","5,620,840.9477",ST. ANTHONY WEST,2018/04/18 07:26:50,2018/04/18 20:00:37
4842,0003XX 8 AV SE,3754038,MP 2018 120585,2,2018/04/17 18:01:59,2018/04/14 18:00:00,18:00:00,THFTSW,Theft By Swindle,7,2018/04/17 18:01:31,15896,44.98331263,-93.24448709,"-10,379,928.8218","5,618,894.7835",MARCY HOLMES,2018/04/18 00:09:39,2018/04/18 20:00:37
4843,0039XX Oakland AV S,3754045,MP 2018 120384,3,2018/04/17 18:24:59,2018/02/01 00:00:00,00:00:00,THFTSW,Theft By Swindle,7,2018/04/17 18:24:41,11678,44.93145329,-93.26628056,"-10,382,354.8604","5,610,736.6567",BRYANT,2018/04/17 20:24:39,2018/04/18 20:00:37
4844,0014XX 31 ST W,3754047,MP 2018 120565,5,2018/04/17 18:36:59,2018/04/15 21:59:59,22:00:00,THEFT,Other Theft,7,2018/04/17 18:37:10,11282,44.94659031,-93.29893661,"-10,385,990.1152","5,613,117.1388",ECCO,2018/04/18 01:36:47,2018/04/18 20:00:37
4845,0016XX Broadway ST NE,3754048,MP 2018 120472,2,2018/04/17 18:42:00,2018/02/26 00:01:00,00:01:00,THEFT,Other Theft,7,2018/04/17 18:41:36,22533,44.99870262,-93.23587074,"-10,378,969.6544","5,621,317.2421",MID - CITY INDUSTRIAL,2018/04/18 00:20:05,2018/04/18 20:00:37
4846,0049XX Chicago AV S,3754052,MP 2018 120557,3,2018/04/17 18:59:00,2018/04/11 12:00:00,12:00:00,THEFT,Other Theft,7,2018/04/17 18:57:38,14180,44.91339613,-93.26265496,"-10,381,951.2606","5,607,897.7686",FIELD,2018/04/17 20:28:51,2018/04/18 20:00:37
4847,0009XX Nicollet Mall  ,3754053,MP 2018 120499,1,2018/04/17 19:08:00,2018/04/17 16:40:00,16:40:00,SHOPLF,Shoplifting,7,2018/04/17 19:05:29,19563,44.97449942,-93.27431687,"-10,383,249.4581","5,617,507.8346",DOWNTOWN WEST,2018/04/18 02:01:04,2018/04/18 20:00:37
4848,34 AV S / 46 ST E,3754062,MP 2018 120618,3,2018/04/17 19:41:00,2018/04/17 15:00:00,15:00:00,AUTOTH,Motor Vehicle Theft,8,2018/04/17 19:39:58,,44.91968,-93.22293,"-10,377,528.92","5,608,885.451",ERICSSON,2018/04/17 21:21:37,2018/04/18 20:00:37
4849,0026XX Lincoln ST NE,3754068,MP 2018 120638,2,2018/04/17 20:26:00,2018/04/10 00:00:00,00:00:00,BURGD,Burglary Of Dwelling,6,2018/04/17 20:25:38,10591,45.01590856,-93.23841672,"-10,379,253.072","5,624,026.3117",AUDUBON PARK,2018/04/18 16:08:54,2018/04/18 20:00:37
4850,0035XX 38 AV S,3754070,MP 2018 120484,3,2018/04/17 20:32:00,2018/04/16 18:00:00,18:00:00,BURGD,Burglary Of Dwelling,6,2018/04/17 20:31:38,12480,44.93872893,-93.21786196,"-10,376,964.9264","5,611,880.7629",HOWE,2018/04/18 05:36:04,2018/04/18 20:00:37
4851,0027XX Essex ST SE,3754075,MP 2018 120716,2,2018/04/17 21:03:00,2018/04/03 12:00:00,12:00:00,DASLT3,3rd Deg Domes Aslt,5,2018/04/17 21:02:37,13641,44.97027537,-93.21940072,"-10,377,136.2207","5,616,843.1644",PROSPECT PARK - EAST RIVER ROAD,2018/04/18 00:59:04,2018/04/18 20:00:37
